#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1    0.823831    0.823831           0
           2    0.830214    0.827022  0.00225667
           3    0.831787     0.82861  0.00198626
           4    0.833252    0.829771  0.00179696
           5    0.835177    0.830852   0.0017326
           6    0.825036    0.829883  0.00169339
           7    0.828327    0.829661  0.00146599
           8    0.827801    0.829428  0.00130104
           9    0.830782    0.829579  0.00116514
          10    0.834451    0.830066  0.00114597
