#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1     1.23575     1.23575           0
           2     1.24532     1.24053  0.00338501
           3     1.24768     1.24292  0.00297939
           4     1.24988     1.24466  0.00269544
           5     1.25277     1.24628   0.0025989
           6     1.23755     1.24482  0.00254009
           7     1.24249     1.24449  0.00219898
           8      1.2417     1.24414  0.00195156
           9     1.24617     1.24437   0.0017477
          10     1.25168      1.2451  0.00171896
