#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1    0.971319    0.971319           0
           2     0.98233    0.976824  0.00389321
           3     1.02088    0.991509    0.012268
           4     1.07614     1.01267   0.0205041
           5     1.10894     1.03192   0.0237839
           6     1.13138      1.0485   0.0249361
           7     1.14482     1.06226   0.0248821
           8     1.15508     1.07386   0.0243273
           9      1.1768      1.0853    0.024164
          10     1.20601     1.09737   0.0245782
          11     1.20812     1.10744   0.0243186
          12     1.18346     1.11377   0.0231025
          13     1.17624     1.11858   0.0218194
          14     1.19335     1.12392   0.0209044
          15     1.19308     1.12853   0.0200128
          16      1.2033      1.1332   0.0192998
          17     1.21489     1.13801   0.0187532
          18     1.20236     1.14158   0.0180489
          19       1.193     1.14429   0.0173006
          20     1.19135     1.14664   0.0165949
          21     1.19216     1.14881   0.0159456
          22      1.2082     1.15151   0.0154476
          23     1.18811      1.1531   0.0148576
          24       1.166     1.15364   0.0142483
          25     1.14883     1.15345   0.0136797
          26     1.16767     1.15399   0.0131645
          27     1.15279     1.15395    0.012677
          28     1.14248     1.15354   0.0122308
          29     1.15535      1.1536   0.0118092
          30      1.1746      1.1543   0.0114363
          31     1.17091     1.15484   0.0110799
          32     1.18706     1.15584   0.0107793
          33     1.20075     1.15721   0.0105382
          34     1.19478     1.15831   0.0102861
          35     1.18058     1.15895   0.0100119
          36     1.18775     1.15975  0.00976567
          37     1.19272     1.16064  0.00954231
          38     1.20457     1.16179  0.00936096
          39     1.20583     1.16292  0.00918877
          40     1.21701     1.16428    0.009058
          41       1.213     1.16546  0.00891468
          42     1.17645     1.16573  0.00870626
          43      1.1705     1.16584  0.00850449
          44     1.19403     1.16648  0.00833532
          45     1.18563      1.1669  0.00816094
          46     1.17269     1.16703   0.0079845
          47     1.21086     1.16796  0.00786889
          48     1.21627     1.16897  0.00776906
          49     1.22066     1.17002  0.00768178
          50     1.21605     1.17094   0.0075831
          51     1.22062     1.17192  0.00749673
          52     1.22147     1.17287  0.00741289
          53     1.21284     1.17362  0.00731128
          54     1.22048     1.17449   0.0072272
          55     1.25032     1.17587  0.00722609
          56     1.24655     1.17713  0.00720644
          57     1.22247     1.17793  0.00712377
          58     1.23405      1.1789  0.00706636
          59     1.24156     1.17996  0.00702595
          60     1.20868     1.18044  0.00692514
          61     1.21398     1.18099  0.00683342
          62     1.24215     1.18197  0.00679404
          63     1.23856     1.18287  0.00674531
          64     1.22672     1.18356  0.00667461
          65     1.20849     1.18394  0.00658294
          66     1.21976     1.18448  0.00650554
          67     1.24083     1.18532  0.00646257
          68     1.23142       1.186  0.00640298
          69      1.2218     1.18652  0.00633116
          70     1.21625     1.18695  0.00625495
          71     1.22062     1.18742   0.0061848
          72     1.22622     1.18796  0.00612234
          73     1.21925     1.18839  0.00605346
          74     1.22239     1.18885  0.00598907
          75     1.22064     1.18927  0.00592421
          76     1.21377     1.18959  0.00585502
          77     1.21451     1.18992  0.00578792
          78     1.22661     1.19039   0.0057328
          79     1.25922     1.19126  0.00572606
          80     1.27652     1.19232  0.00575282
          81     1.27057     1.19329  0.00576232
          82     1.25823     1.19408  0.00574621
          83     1.26347     1.19492  0.00573748
          84     1.23895     1.19544  0.00569307
          85      1.2102     1.19562  0.00562874
          86     1.20601     1.19574  0.00556459
          87     1.20398     1.19583  0.00550143
          88     1.20024     1.19588  0.00543914
          89     1.19138     1.19583  0.00537826
          90      1.2049     1.19593  0.00531945
          91     1.17893     1.19574  0.00526427
          92     1.15767     1.19533   0.0052233
          93     1.15582     1.19491  0.00518439
          94     1.16339     1.19457  0.00514006
          95     1.16902      1.1943  0.00509299
          96     1.18735     1.19423  0.00504045
          97     1.20687     1.19436  0.00499017
          98     1.22403     1.19466  0.00494843
          99     1.23505     1.19507  0.00491523
         100     1.23817      1.1955  0.00488494
         101     1.23069     1.19585  0.00484898
         102      1.2305     1.19619  0.00481333
         103     1.25351     1.19675  0.00479866
         104     1.25434      1.1973  0.00478437
         105     1.22859      1.1976  0.00474807
         106     1.22024     1.19781  0.00470808
         107     1.21317     1.19795  0.00466627
         108     1.20803     1.19805    0.004624
         109     1.21705     1.19822  0.00458486
         110      1.2105     1.19833  0.00454454
         111     1.20211     1.19837  0.00450372
         112     1.18033     1.19821  0.00446639
         113     1.17749     1.19802  0.00443062
         114     1.19688     1.19801  0.00439177
         115     1.20023     1.19803  0.00435362
         116     1.20577      1.1981   0.0043166
         117     1.20465     1.19816  0.00428007
         118     1.18931     1.19808  0.00424445
         119     1.19179     1.19803  0.00420912
         120     1.19863     1.19803  0.00417404
         121     1.22398     1.19825  0.00414505
         122     1.22872      1.1985  0.00411859
         123     1.22975     1.19875  0.00409294
         124     1.23256     1.19902    0.004069
         125      1.2501     1.19943  0.00405691
         126     1.22882     1.19967  0.00403141
         127     1.20324     1.19969  0.00399977
         128     1.19714     1.19967  0.00396857
         129     1.21374     1.19978   0.0039393
         130      1.2036     1.19981  0.00390911
         131      1.1983      1.1998  0.00387929
         132     1.19691     1.19978  0.00384996
         133     1.21443     1.19989  0.00382259
         134     1.21935     1.20003  0.00379682
         135      1.2251     1.20022  0.00377323
         136     1.21928     1.20036  0.00374809
         137     1.19516     1.20032  0.00372092
         138     1.18915     1.20024  0.00369484
         139     1.19159     1.20018  0.00366878
         140     1.17422     1.19999  0.00364726
         141     1.15847      1.1997  0.00363326
         142     1.16435     1.19945  0.00361619
         143     1.18075     1.19932  0.00359326
         144     1.19962     1.19932  0.00356831
         145     1.21248     1.19941  0.00354485
         146     1.20802     1.19947  0.00352107
         147     1.20459     1.19951  0.00349728
         148     1.22079     1.19965  0.00347661
         149     1.22331     1.19981   0.0034569
         150     1.23151     1.20002  0.00344031
         151     1.23186     1.20023  0.00342398
         152     1.22935     1.20042  0.00340681
         153     1.21726     1.20053  0.00338632
         154     1.23197     1.20074  0.00337048
         155     1.23743     1.20097  0.00335704
         156     1.22521     1.20113  0.00333911
         157     1.19843     1.20111  0.00331789
         158     1.22397     1.20126  0.00330004
         159     1.24283     1.20152  0.00328963
