#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1   0.0508607   0.0508607           0
           2-5.89098e-13   0.0254304    0.017982
           3-5.89098e-13   0.0169536   0.0138425
           4-5.89098e-13   0.0127152   0.0110117
           5-5.89098e-13   0.0101721  0.00909824
           6-5.89098e-13  0.00847679  0.00773821
           7-5.89098e-13  0.00726582  0.00672684
           8-5.89098e-13  0.00635759  0.00594698
           9-5.89098e-13  0.00565119  0.00532799
          10-5.89098e-13  0.00508607  0.00482507
          11-5.89098e-13   0.0046237  0.00440853
          12-5.89098e-13  0.00423839  0.00405795
          13-5.89098e-13  0.00391236  0.00375888
          14-5.89098e-13  0.00363291  0.00350076
          15-5.89098e-13  0.00339071  0.00327574
          16-5.89098e-13   0.0031788  0.00307786
          17-5.89098e-13  0.00299181  0.00290248
          18-5.89098e-13   0.0028256  0.00274599
          19-5.89098e-13  0.00267688  0.00260548
          20-5.89098e-13  0.00254304  0.00247864
