#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
           1    -6.66202    -6.66202           0
           2    -6.70117     -6.6816   0.0138423
           3    -6.68366    -6.68229  0.00924534
           4    -6.70116      -6.687  0.00804859
           5    -6.68995    -6.68759  0.00646037
           6    -6.69752    -6.68925  0.00559151
           7    -6.69356    -6.68986  0.00482655
           8    -6.69135    -6.69005   0.0042268
           9    -6.69937    -6.69109  0.00388197
          10    -6.68752    -6.69073  0.00351009
          11     -6.7041    -6.69194  0.00339502
          12    -6.70931    -6.69339  0.00340672
          13    -6.67014     -6.6916  0.00358351
          14    -6.68217    -6.69093   0.0033903
          15      -6.681    -6.69027   0.0032283
          16    -6.68495    -6.68994  0.00304358
          17    -6.69434    -6.69019  0.00287557
          18    -6.69254    -6.69033  0.00271877
          19    -6.69777    -6.69072  0.00260373
          20    -6.68991    -6.69068  0.00247386
          21     -6.7068    -6.69144  0.00247229
          22    -6.68807    -6.69129  0.00236467
          23     -6.6926    -6.69135  0.00226254
          24    -6.66746    -6.69035  0.00237709
          25    -6.69379    -6.69049  0.00228598
          26    -6.69064     -6.6905  0.00219807
          27    -6.68433    -6.69027  0.00212849
          28    -6.69521    -6.69044  0.00205979
          29    -6.70509    -6.69095  0.00204971
          30    -6.68213    -6.69065  0.00200238
          31    -6.67778    -6.69024  0.00198035
          32     -6.6923     -6.6903  0.00191951
          33    -6.68932    -6.69027  0.00186158
          34    -6.68047    -6.68999  0.00182904
          35    -6.68453    -6.68983   0.0017834
          36    -6.69315    -6.68992  0.00173625
          37    -6.69464    -6.69005    0.001694
          38    -6.69647    -6.69022  0.00165783
          39    -6.67702    -6.68988  0.00164952
          40    -6.69458       -6.69  0.00161246
          41    -6.68975    -6.68999  0.00157314
          42    -6.67514    -6.68964   0.0015749
          43    -6.70849    -6.69008  0.00159811
          44    -6.69067    -6.69009  0.00156185
          45    -6.65251    -6.68925   0.0017361
          46    -6.70513     -6.6896   0.0017323
          47    -6.70228    -6.68987  0.00171633
          48    -6.67206     -6.6895  0.00172022
          49    -6.67297    -6.68916  0.00171789
          50    -6.70755    -6.68953  0.00172243
          51    -6.69501    -6.68964  0.00169201
          52    -6.67564    -6.68937  0.00168073
          53    -6.70917    -6.68974  0.00169005
          54    -6.67883    -6.68954  0.00167078
          55    -6.66722    -6.68913  0.00168895
          56    -6.69638    -6.68926  0.00166374
          57    -6.69656    -6.68939  0.00163947
          58     -6.7001    -6.68958  0.00162156
          59    -6.67112    -6.68926  0.00162397
          60    -6.69008    -6.68928  0.00159696
          61    -6.71115    -6.68963  0.00161056
          62     -6.6773    -6.68944  0.00159682
          63    -6.68296    -6.68933  0.00157479
          64    -6.68941    -6.68933  0.00155018
          65     -6.6941    -6.68941  0.00152806
          66    -6.70404    -6.68963   0.0015209
          67    -6.69523    -6.68971   0.0015005
          68     -6.6799    -6.68957  0.00148536
          69    -6.69947    -6.68971  0.00147074
          70    -6.66027    -6.68929  0.00150866
          71    -6.69966    -6.68944  0.00149447
          72    -6.69738    -6.68955  0.00147777
          73    -6.69672    -6.68965  0.00146079
          74    -6.67135     -6.6894  0.00146182
          75    -6.69096    -6.68942  0.00144248
          76    -6.68393    -6.68935  0.00142531
          77     -6.7124    -6.68965  0.00143789
          78    -6.68176    -6.68955  0.00142301
          79    -6.68689    -6.68951   0.0014054
          80    -6.70074    -6.68965  0.00139482
          81    -6.67672    -6.68949   0.0013867
          82     -6.6765    -6.68933  0.00137882
          83    -6.69128    -6.68936   0.0013624
          84    -6.69843    -6.68947  0.00135046
          85    -6.68773    -6.68944  0.00133473
          86    -6.67778    -6.68931  0.00132608
          87    -6.69592    -6.68939  0.00131301
          88    -6.71352    -6.68966  0.00132642
          89     -6.6514    -6.68923  0.00137941
          90     -6.7141    -6.68951  0.00139148
