#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
           1     -6.6103     -6.6103           0
           2     -6.6183     -6.6143  0.00282862
           3    -6.62171    -6.61677  0.00276077
           4    -6.62274    -6.61827  0.00244051
           5    -6.62498    -6.61961  0.00229277
           6    -6.60893    -6.61783  0.00250828
           7    -6.61476    -6.61739  0.00218794
           8    -6.61359    -6.61692  0.00196523
           9    -6.61756    -6.61699  0.00174819
          10    -6.62648    -6.61794  0.00181266
