#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -1.01989    -1.01989           0
           2       -1.02    -1.01995 3.75332e-05
           3       -1.02    -1.01996 2.88931e-05
           4       -1.02    -1.01997 2.29843e-05
           5       -1.02    -1.01998 1.89905e-05
           6       -1.02    -1.01998 1.61517e-05
           7       -1.02    -1.01998 1.40407e-05
           8       -1.02    -1.01999 1.24129e-05
           9       -1.02    -1.01999  1.1121e-05
          10       -1.02    -1.01999 1.00712e-05
          11       -1.02    -1.01999 9.20178e-06
          12       -1.02    -1.01999 8.47004e-06
          13       -1.02    -1.01999 7.84578e-06
          14       -1.02    -1.01999 7.30702e-06
          15       -1.02    -1.01999 6.83735e-06
          16       -1.02    -1.01999 6.42431e-06
          17       -1.02    -1.01999 6.05825e-06
          18       -1.02    -1.01999 5.73161e-06
          19       -1.02    -1.01999 5.43835e-06
          20       -1.02    -1.01999  5.1736e-06
