#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
           1    0.814362    0.814362           0
           2    0.817224    0.815793  0.00101207
           3    0.820518    0.817368  0.00145222
           4    0.822459    0.818641  0.00154959
           5    0.824507    0.819814  0.00162421
           6    0.826755    0.820971  0.00171678
           7    0.828034     0.82198  0.00174304
           8    0.828925    0.822848  0.00172789
           9    0.830018    0.823645  0.00170972
          10     0.83186    0.824466  0.00172488
          11    0.832564    0.825202  0.00171801
          12    0.833388    0.825885  0.00170489
          13    0.834978    0.826584  0.00171123
          14    0.835722    0.827237  0.00170894
          15    0.836898    0.827881  0.00171209
          16    0.838096    0.828519  0.00172002
          17    0.839241     0.82915  0.00173061
          18    0.841161    0.829817  0.00175841
          19    0.842742    0.830497  0.00179261
          20     0.84481    0.831213  0.00184029
