#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
           1    -7.82336    -7.82336           0
           2    -7.76394    -7.79365   0.0210096
           3    -7.69584    -7.76105    0.030081
           4    -7.65419    -7.73433   0.0323138
           5    -7.61288    -7.71004    0.033768
           6    -7.56774    -7.68633   0.0355049
           7    -7.54269    -7.66581   0.0358754
           8    -7.52464    -7.64816    0.035466
           9    -7.50244    -7.63197   0.0350269
          10    -7.46626     -7.6154   0.0352268
          11    -7.45084    -7.60044   0.0350574
          12    -7.43532    -7.58668   0.0347314
          13    -7.40469    -7.57268   0.0347668
          14    -7.38895    -7.55956    0.034672
          15    -7.36435    -7.54654   0.0347169
          16    -7.33992    -7.53363   0.0348662
          17    -7.31606    -7.52083   0.0350857
          18    -7.28032    -7.50747   0.0355899
          19    -7.24752    -7.49379   0.0362513
          20    -7.20634    -7.47942   0.0371788
