#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1     1.70816     1.70816           0
           2     1.70815     1.70815 3.11063e-06
           3     1.70814     1.70815 4.53484e-06
           4     1.70813     1.70815 4.93989e-06
           5     1.70812     1.70814 5.39522e-06
           6     1.70812     1.70814 5.87051e-06
           7     1.70811     1.70813 6.16698e-06
           8     1.70811     1.70813  6.2722e-06
           9      1.7081     1.70813 6.39333e-06
          10     1.70809     1.70812 6.61707e-06
          11     1.70809     1.70812  6.7714e-06
          12     1.70808     1.70812 6.89419e-06
          13     1.70807     1.70811 7.10173e-06
          14     1.70807     1.70811 7.31201e-06
          15     1.70806     1.70811 7.56769e-06
          16     1.70805      1.7081 7.75015e-06
          17     1.70805      1.7081 7.97541e-06
          18     1.70804      1.7081 8.29901e-06
          19     1.70803     1.70809  8.5888e-06
          20     1.70802     1.70809 8.93563e-06
