Temperature;	Magnetization;	Error_Mag;	Specific_Heat;	Error_SpHe;	Susceptibility:	Error_Susc;	Total_Energy;	Error_tEn;	
            2.44;	-5.224e-06;	0.000247739;	0.142524;	9.82842e-05;	0.929849;	0.00100557;	-0.388408;	7.83645e-05
            2.45;	-1.1968e-05;	0.000247875;	0.141539;	9.67109e-05;	0.923058;	0.00100018;	-0.386995;	7.80455e-05
            2.46;	1.864e-06;	0.000246287;	0.140567;	9.58098e-05;	0.916228;	0.000991827;	-0.385584;	7.82801e-05
            2.47;	2.7144e-05;	0.00024437;	0.139608;	9.56972e-05;	0.909568;	0.000989848;	-0.384177;	7.80887e-05
            2.48;	1.748e-05;	0.000242126;	0.13867;	9.50323e-05;	0.903018;	0.000975193;	-0.382781;	7.82131e-05
            2.49;	1.12e-06;	0.000240001;	0.137711;	9.52714e-05;	0.896449;	0.000962841;	-0.381409;	7.78235e-05
            2.50;	-1.072e-06;	0.000238158;	0.136772;	9.54954e-05;	0.889935;	0.00095143;	-0.380041;	7.74277e-05
            2.51;	-6.456e-06;	0.000235507;	0.135826;	9.58192e-05;	0.883549;	0.000956214;	-0.378677;	7.74241e-05
            2.52;	-3.128e-06;	0.000233075;	0.134936;	9.45652e-05;	0.877186;	0.000949928;	-0.377325;	7.78722e-05
            2.53;	2.368e-05;	0.000233437;	0.13404;	9.42488e-05;	0.871026;	0.000942338;	-0.375964;	7.74785e-05
            2.54;	3.1584e-05;	0.000232342;	0.133139;	9.30938e-05;	0.864915;	0.000933583;	-0.374636;	7.7214e-05
            2.55;	3.9336e-05;	0.000231803;	0.132242;	9.27599e-05;	0.858836;	0.000922105;	-0.373304;	7.74468e-05
            2.56;	5.0312e-05;	0.000230062;	0.131343;	9.28806e-05;	0.852792;	0.000914659;	-0.37198;	7.77659e-05
            2.57;	5.78e-05;	0.000229372;	0.130485;	9.33136e-05;	0.846906;	0.000905203;	-0.370673;	7.75371e-05
            2.58;	7.1152e-05;	0.00022851;	0.129628;	9.23225e-05;	0.841138;	0.000897337;	-0.369363;	7.71289e-05
            2.59;	6.884e-05;	0.000227548;	0.128754;	9.1213e-05;	0.835367;	0.000897524;	-0.368065;	7.67096e-05
            2.60;	8.2344e-05;	0.000226731;	0.1279;	9.05611e-05;	0.829606;	0.000884378;	-0.366779;	7.67688e-05
            2.61;	8.8328e-05;	0.000224977;	0.127074;	8.98392e-05;	0.823887;	0.000877385;	-0.365499;	7.69873e-05
            2.62;	8.28e-05;	0.000225866;	0.126218;	8.92212e-05;	0.818268;	0.000871955;	-0.364223;	7.69793e-05
            2.63;	9.0744e-05;	0.000225303;	0.125422;	8.85473e-05;	0.812995;	0.000865479;	-0.36296;	7.76428e-05
            2.64;	0.000119816;	0.000224809;	0.124607;	8.75178e-05;	0.807606;	0.000861075;	-0.361702;	7.76488e-05
            2.65;	9.7848e-05;	0.000223863;	0.123797;	8.73948e-05;	0.802288;	0.000851881;	-0.360464;	7.7969e-05
            2.66;	8.2128e-05;	0.000223953;	0.123001;	8.61344e-05;	0.797044;	0.000841664;	-0.35922;	7.80716e-05
            2.67;	0.000110408;	0.000222517;	0.122199;	8.44431e-05;	0.791816;	0.000836368;	-0.357986;	7.82762e-05
            2.68;	9.012e-05;	0.000223026;	0.12142;	8.40608e-05;	0.786692;	0.000829612;	-0.35675;	7.79092e-05
            2.69;	0.000106744;	0.000222233;	0.120632;	8.24332e-05;	0.781656;	0.000823703;	-0.355544;	7.80249e-05
            2.70;	8.428e-05;	0.000222705;	0.11986;	8.1919e-05;	0.776677;	0.000816524;	-0.35435;	7.80596e-05
            2.71;	8.1936e-05;	0.000221791;	0.119085;	8.20296e-05;	0.771724;	0.000807496;	-0.353164;	7.84026e-05
            2.72;	4.2808e-05;	0.000221;	0.118313;	8.07461e-05;	0.766876;	0.000802925;	-0.351962;	7.78722e-05
