Temperature;	Magnetization;	Error_Mag;	Specific_Heat;	Error_SpHe;	Susceptibility:	Error_Susc;	Total_Energy;	Error_tEn;	
1.33;	-0.001387;	0.000935139;	0.336327;	0.000586721;	3.37733;	0.0109972;	-0.636188;	0.000188387
1.34;	0.00070028;	0.00122724;	0.33388;	0.000565991;	3.32936;	0.0106808;	-0.632966;	0.000181225
1.35;	-0.00012968;	0.000986559;	0.331116;	0.000578396;	3.25391;	0.00977147;	-0.629555;	0.00018813
1.36;	0.00109108;	0.00102204;	0.328248;	0.000490997;	3.20287;	0.00966593;	-0.62613;	0.000184202
1.37;	-0.00073024;	0.000897267;	0.325643;	0.000583118;	3.14033;	0.009709;	-0.622719;	0.000184603
1.38;	9.528e-05;	0.000852134;	0.322814;	0.000600253;	3.07903;	0.0106437;	-0.619607;	0.000191854
1.39;	0.00124492;	0.000896134;	0.320123;	0.000555309;	3.023;	0.0100626;	-0.616259;	0.000189074
1.40;	-3.532e-05;	0.000979715;	0.317302;	0.000523643;	2.96491;	0.00974703;	-0.613229;	0.000177868
1.41;	0.00044292;	0.000866992;	0.315015;	0.000483672;	2.92071;	0.00841565;	-0.610185;	0.000173736
1.42;	0.00070476;	0.00104206;	0.312554;	0.000487862;	2.86811;	0.00837851;	-0.606933;	0.000166309
1.43;	-0.00075936;	0.00094846;	0.309985;	0.000471271;	2.82657;	0.00884321;	-0.603781;	0.000176285
1.44;	-0.00056488;	0.000921362;	0.307986;	0.000489794;	2.80035;	0.00767713;	-0.600801;	0.000171746
1.45;	0.00073712;	0.000737914;	0.305428;	0.000531267;	2.74836;	0.00779134;	-0.597682;	0.000163957
1.46;	0.00031484;	0.000919107;	0.302505;	0.000535352;	2.70114;	0.00783515;	-0.594654;	0.000159787
1.47;	-0.00072788;	0.000967252;	0.300522;	0.000501815;	2.65954;	0.00759724;	-0.591661;	0.000188224
1.48;	0.00134492;	0.000945039;	0.297725;	0.000539428;	2.61382;	0.00816245;	-0.588631;	0.00018054
1.49;	-0.00064832;	0.000830761;	0.29621;	0.00058183;	2.57575;	0.00774388;	-0.585794;	0.000186586
1.50;	-0.000558;	0.000762072;	0.293612;	0.00059495;	2.53588;	0.00738628;	-0.582759;	0.000166947
1.51;	-0.00016584;	0.000841908;	0.29096;	0.000562738;	2.49004;	0.00801329;	-0.579874;	0.000177644
1.52;	0.00021944;	0.00082775;	0.289142;	0.000509363;	2.46553;	0.00632704;	-0.577027;	0.000182351
1.53;	0.00047696;	0.00085522;	0.286247;	0.000471656;	2.43355;	0.00629772;	-0.574099;	0.000175572
1.54;	-0.00128028;	0.000919611;	0.284042;	0.000484717;	2.38957;	0.00636433;	-0.571138;	0.000183233
1.55;	-0.00112412;	0.000833368;	0.281923;	0.000496678;	2.34104;	0.0061293;	-0.568436;	0.00018471
1.56;	-0.00023632;	0.000761278;	0.279912;	0.000538941;	2.31355;	0.00697599;	-0.565621;	0.000183985
1.57;	0.00135488;	0.000785566;	0.276963;	0.0004534;	2.27086;	0.00581254;	-0.562808;	0.000174007
1.58;	0.00021096;	0.000650917;	0.274804;	0.000442033;	2.22649;	0.00589738;	-0.559917;	0.000179623
1.59;	-6.384e-05;	0.000716212;	0.272607;	0.000430621;	2.20513;	0.00583463;	-0.55722;	0.000191644
1.60;	-0.00045804;	0.000648384;	0.271012;	0.000460761;	2.17577;	0.00553658;	-0.554509;	0.000192672
1.61;	-0.00066932;	0.000780309;	0.268297;	0.000429856;	2.14168;	0.00586134;	-0.551694;	0.000182906
1.62;	0.00026552;	0.000737928;	0.26603;	0.000454442;	2.1217;	0.00563794;	-0.549088;	0.000183381
1.63;	-0.00115188;	0.000726551;	0.264232;	0.000465786;	2.08933;	0.00453649;	-0.546461;	0.000176016
1.64;	0.00090304;	0.000685307;	0.26205;	0.000420574;	2.06446;	0.00532766;	-0.543812;	0.00016903
1.65;	-7.96e-06;	0.000748955;	0.259599;	0.000412758;	2.03885;	0.00589444;	-0.54125;	0.000179982
1.66;	2.8e-05;	0.00076158;	0.257652;	0.000414411;	2.00805;	0.00499947;	-0.538639;	0.000185813
1.67;	-0.0009062;	0.000689572;	0.255145;	0.000433779;	1.97211;	0.00536912;	-0.53602;	0.000179426
1.68;	0.00055812;	0.000648505;	0.252917;	0.000403498;	1.95274;	0.0048882;	-0.533392;	0.000174992
1.69;	-0.0001934;	0.000685295;	0.25102;	0.000408405;	1.92136;	0.00476986;	-0.53082;	0.00018312
1.70;	1.156e-05;	0.000590981;	0.249097;	0.000397628;	1.89908;	0.00488581;	-0.528379;	0.000188644
