Temperature;	Magnetization;	Error_Mag;	Specific_Heat;	Error_SpHe;	Susceptibility:	Error_Susc;	Total_Energy;	Error_tEn;	
            2.62;	0.0164596;	0.00022634;	0.12658;	8.87572e-05;	0.823511;	0.00088355;	-0.364683;	7.72544e-05
            2.63;	0.0163594;	0.000225433;	0.125767;	8.81454e-05;	0.817892;	0.000872039;	-0.363415;	7.7404e-05
            2.64;	0.0162795;	0.000225062;	0.124936;	8.72682e-05;	0.812402;	0.00087121;	-0.362154;	7.75683e-05
            2.65;	0.0161882;	0.000225214;	0.12413;	8.64019e-05;	0.806962;	0.00086161;	-0.360893;	7.81405e-05
            2.66;	0.0160912;	0.000224502;	0.123317;	8.59223e-05;	0.801713;	0.00085113;	-0.359659;	7.81786e-05
            2.67;	0.015978;	0.000223755;	0.122527;	8.58078e-05;	0.796436;	0.000845847;	-0.358427;	7.80972e-05
            2.68;	0.0158397;	0.000222555;	0.121729;	8.58572e-05;	0.791264;	0.000838702;	-0.357215;	7.83131e-05
            2.69;	0.0157292;	0.000222637;	0.120928;	8.50114e-05;	0.786143;	0.000838194;	-0.355981;	7.82154e-05
            2.70;	0.015661;	0.000221446;	0.120146;	8.32998e-05;	0.781121;	0.000831177;	-0.354777;	7.7948e-05
            2.71;	0.0155299;	0.000221395;	0.119378;	8.30042e-05;	0.776077;	0.000831903;	-0.353562;	7.75203e-05
            2.72;	0.015445;	0.000220987;	0.118619;	8.12426e-05;	0.771165;	0.000829225;	-0.352368;	7.76746e-05
            2.73;	0.0153592;	0.000220469;	0.117868;	8.02431e-05;	0.76625;	0.000819813;	-0.351178;	7.76989e-05
            2.74;	0.0152458;	0.00021919;	0.117105;	8.01422e-05;	0.761532;	0.000810405;	-0.350014;	7.75734e-05
            2.75;	0.0151212;	0.000218143;	0.116373;	7.91065e-05;	0.756607;	0.000804344;	-0.348844;	7.76099e-05
            2.76;	0.0150162;	0.000218542;	0.115638;	7.87656e-05;	0.751813;	0.00079544;	-0.347694;	7.74287e-05
            2.77;	0.0149191;	0.000217802;	0.114912;	7.79338e-05;	0.747154;	0.000791887;	-0.346555;	7.7256e-05
            2.78;	0.0148237;	0.000219025;	0.114184;	7.77035e-05;	0.742606;	0.000785579;	-0.345416;	7.77426e-05
            2.79;	0.0147445;	0.0002188;	0.113469;	7.78993e-05;	0.738097;	0.000780082;	-0.34428;	7.72042e-05
            2.80;	0.0146432;	0.000217577;	0.112747;	7.73949e-05;	0.733479;	0.00077866;	-0.343146;	7.71981e-05
            2.81;	0.0145677;	0.000216971;	0.112043;	7.74715e-05;	0.728981;	0.000767868;	-0.342009;	7.72115e-05
            2.82;	0.0144692;	0.000215575;	0.111368;	7.67577e-05;	0.724485;	0.000765834;	-0.34089;	7.6683e-05
            2.83;	0.0143769;	0.000214432;	0.110666;	7.67152e-05;	0.72007;	0.000761954;	-0.339782;	7.71432e-05
            2.84;	0.0142851;	0.000213509;	0.109976;	7.66045e-05;	0.715797;	0.000755266;	-0.33869;	7.69501e-05
            2.85;	0.0142039;	0.000213138;	0.109296;	7.6198e-05;	0.711567;	0.000747207;	-0.337598;	7.69311e-05
            2.86;	0.0141147;	0.000212575;	0.108622;	7.55357e-05;	0.707311;	0.000743109;	-0.336523;	7.68577e-05
            2.87;	0.0140244;	0.000212297;	0.107966;	7.50411e-05;	0.703204;	0.000737191;	-0.335459;	7.70313e-05
            2.88;	0.0139626;	0.000211587;	0.107296;	7.48389e-05;	0.698865;	0.000726272;	-0.334384;	7.69717e-05
            2.89;	0.0138717;	0.000210503;	0.106648;	7.46681e-05;	0.694745;	0.000723116;	-0.333326;	7.67728e-05
            2.90;	0.0138014;	0.000209667;	0.105993;	7.41808e-05;	0.690651;	0.00071944;	-0.332262;	7.69004e-05
            2.91;	0.0137052;	0.000208006;	0.105347;	7.37444e-05;	0.686663;	0.000712169;	-0.331205;	7.69254e-05
            2.92;	0.0136256;	0.000206861;	0.104706;	7.24282e-05;	0.682641;	0.000703521;	-0.330154;	7.69255e-05
            2.93;	0.013542;	0.000206314;	0.104092;	7.20026e-05;	0.678752;	0.000698756;	-0.329119;	7.66997e-05
            2.94;	0.0134799;	0.000205638;	0.103465;	7.15519e-05;	0.674776;	0.000692523;	-0.328083;	7.64219e-05
            2.95;	0.0133916;	0.000204927;	0.102832;	7.10834e-05;	0.671002;	0.000687981;	-0.327045;	7.62926e-05
            2.96;	0.0133254;	0.000203843;	0.102215;	7.01388e-05;	0.667167;	0.000683365;	-0.326018;	7.63982e-05
            2.97;	0.0132468;	0.000202539;	0.101599;	7.0085e-05;	0.663411;	0.000680931;	-0.324996;	7.63752e-05
            2.98;	0.0131764;	0.000202805;	0.10098;	6.93638e-05;	0.659634;	0.000677139;	-0.323973;	7.60363e-05
            2.99;	0.0130902;	0.000202379;	0.100377;	6.92827e-05;	0.655925;	0.000673742;	-0.322964;	7.574e-05
            3.00;	0.0129885;	0.000201067;	0.0997782;	6.89184e-05;	0.652183;	0.000668251;	-0.321947;	7.56955e-05
