#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
           1    0.825362    0.825362           0
           2    0.828224    0.826793  0.00101207
           3    0.831526    0.828371  0.00145422
           4    0.833473    0.829646  0.00155243
           5    0.835539    0.830825  0.00162895
           6    0.837784    0.831985  0.00172156
           7    0.839085    0.832999  0.00174911
           8    0.839978    0.833871  0.00173441
           9    0.841126    0.834677  0.00171883
          10       0.843     0.83551  0.00173681
          11    0.843717    0.836256  0.00173177
          12    0.844539    0.836946  0.00171954
          13    0.846132    0.837653  0.00172637
          14    0.846863    0.838311  0.00172385
          15    0.848016    0.838958  0.00172609
          16    0.849244      0.8396   0.0017338
          17    0.850392    0.840235  0.00174415
          18     0.85226    0.840903  0.00177058
          19    0.853862    0.841585  0.00180397
          20    0.856011    0.842307  0.00185236
