#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
           1    0.946476    0.946476           0
           2    0.954375    0.950426  0.00279298
           3    0.954505    0.951785  0.00216784
           4    0.955048    0.952601  0.00177272
           5    0.956733    0.953427  0.00159927
           6    0.961768    0.954817   0.0018402
           7    0.945906    0.953544  0.00196902
           8    0.954126    0.953617  0.00172424
           9    0.955845    0.953865  0.00155033
          10    0.951373    0.953616  0.00141518
