#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
           1    -6.66018    -6.66018           0
           2    -6.67013    -6.66515  0.00351915
           3    -6.67192    -6.66741  0.00298183
           4    -6.67107    -6.66832    0.002373
           5    -6.67371     -6.6694  0.00212857
           6    -6.68028    -6.67121  0.00242616
           7    -6.65692    -6.66917  0.00281008
           8    -6.66898    -6.66915  0.00245892
           9    -6.67141     -6.6694  0.00219852
          10    -6.66493    -6.66895  0.00202349
