#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.31985    -0.31985           0
           2   -0.319456   -0.319653 0.000139286
           3   -0.317638   -0.318981 0.000556085
           4   -0.322982   -0.319981 0.000961305
           5   -0.322795   -0.320544 0.000919144
           6   -0.321487   -0.320701 0.000779259
           7   -0.321959   -0.320881 0.000688335
           8   -0.322956    -0.32114 0.000649348
           9   -0.321546   -0.321186 0.000578763
          10    -0.32052   -0.321119 0.000524704
          11   -0.319929   -0.321011 0.000488019
          12   -0.319116   -0.320853 0.000472209
          13    -0.31973   -0.320766 0.000443719
          14   -0.320725   -0.320764 0.000412035
          15   -0.323518   -0.320947 0.000423525
          16    -0.32125   -0.320966 0.000397478
          17   -0.321777   -0.321014 0.000376949
          18   -0.321736   -0.321054 0.000358137
          19   -0.321132   -0.321058 0.000339311
          20   -0.322123   -0.321111 0.000326496
