#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.01138     1.01138           0
           2     1.02304     1.01721  0.00412291
           3     1.06359     1.03267   0.0129188
           4     1.11895     1.05424   0.0210431
           5     1.14906      1.0732   0.0238984
           6     1.17269     1.08978   0.0250143
           7     1.18698     1.10367   0.0249994
           8     1.19455     1.11503   0.0243191
           9     1.21691     1.12635   0.0241083
          10     1.24291     1.13801   0.0243528
          11     1.23956     1.14724   0.0238246
          12      1.2301     1.15414   0.0228179
          13     1.23094     1.16005   0.0218139
          14     1.23125     1.16514   0.0208402
          15     1.24275     1.17031   0.0200829
          16      1.2613       1.176   0.0196164
          17     1.26448      1.1812   0.0191405
          18     1.23746     1.18433   0.0183306
          19     1.21753     1.18607   0.0174489
          20     1.23555     1.18855   0.0167509
          21     1.24229     1.19111   0.0161475
          22     1.25542     1.19403   0.0156759
          23     1.26584     1.19715   0.0153022
          24     1.26895     1.20014   0.0149542
          25     1.25166     1.20221   0.0144973
          26     1.22358     1.20303    0.013963
          27     1.21225     1.20337     0.01345
          28     1.23214      1.2044   0.0130088
          29     1.24548     1.20581   0.0126372
          30     1.22271     1.20638   0.0122285
          31     1.22898     1.20711   0.0118557
          32     1.24139     1.20818   0.0115335
          33     1.22431     1.20867   0.0111944
          34     1.23825     1.20954   0.0108989
          35     1.25533     1.21084   0.0106658
          36     1.27662     1.21267   0.0105248
          37     1.27805     1.21444   0.0103876
          38     1.25767     1.21558   0.0101764
          39      1.2547     1.21658  0.00996476
          40      1.2579     1.21761  0.00976903
          41     1.26729     1.21882  0.00960561
          42      1.2648     1.21992  0.00943908
          43     1.24296     1.22045  0.00923476
          44      1.2286     1.22064  0.00902673
          45     1.19797     1.22014  0.00884018
          46     1.19581     1.21961   0.0086638
          47     1.23029     1.21983  0.00848245
          48     1.24944     1.22045  0.00832812
          49     1.23947     1.22084   0.0081672
          50      1.2321     1.22106  0.00800696
          51      1.2364     1.22137  0.00785561
          52     1.24155     1.22175  0.00771412
          53     1.26201     1.22251  0.00760588
          54     1.25768     1.22316  0.00749287
          55     1.26152     1.22386  0.00738902
          56     1.25982      1.2245  0.00728493
          57     1.25559     1.22505  0.00717751
          58     1.26682     1.22577   0.0070898
          59     1.26027     1.22635   0.0069937
          60     1.24712      1.2267   0.0068857
          61     1.24797     1.22705  0.00678164
          62     1.26181     1.22761  0.00669539
          63     1.29213     1.22863  0.00666697
          64     1.31311     1.22995   0.0066922
          65     1.30282     1.23107  0.00668248
          66     1.28862     1.23195  0.00663787
          67     1.27181     1.23254   0.0065654
          68     1.27723      1.2332  0.00650165
          69     1.28596     1.23396  0.00645223
          70     1.29551     1.23484  0.00641969
          71     1.29309     1.23566  0.00638147
