#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
           1    -5.33424    -5.33424           0
           2    -5.04675     -5.1905    0.101643
           3    -5.04947    -5.14349   0.0778772
           4     -5.0666    -5.12427   0.0607342
           5    -5.02886    -5.10519   0.0514976
           6    -5.00776    -5.08895   0.0454024
           7    -5.05877    -5.08464   0.0391205
           8    -5.01935    -5.07648   0.0350714
           9    -5.02663    -5.07094   0.0316088
          10    -5.03477    -5.06732   0.0286542
          11    -5.03038    -5.06396   0.0262453
          12    -5.03229    -5.06132   0.0241905
          13    -5.05692    -5.06098   0.0223321
          14    -5.07626    -5.06208   0.0207636
          15    -5.00047    -5.05797   0.0197813
          16    -4.98717    -5.05354   0.0190335
          17    -5.07113    -5.05458   0.0179419
          18      -5.069    -5.05538    0.016963
          19    -5.07815    -5.05658   0.0161125
          20     -4.9947    -5.05348   0.0156011
          21    -5.07074    -5.05431   0.0148798
          22    -5.03762    -5.05355   0.0142228
          23    -5.06205    -5.05392   0.0136092
          24    -5.02489    -5.05271   0.0130958
          25    -5.02209    -5.05148   0.0126291
          26    -5.02989    -5.05065   0.0121707
          27    -4.98384    -5.04818   0.0119688
          28    -5.00919    -5.04679   0.0116221
          29    -5.10025    -5.04863   0.0113666
          30    -5.06204    -5.04908   0.0109965
          31    -5.01634    -5.04802   0.0106923
          32    -5.03379    -5.04758   0.0103674
          33    -5.01555     -5.0466   0.0100986
          34    -5.05038    -5.04672   0.0098022
          35    -5.04723    -5.04673  0.00952214
          36    -4.99266    -5.04523  0.00937534
          37    -5.07818    -5.04612  0.00916416
          38    -4.97851    -5.04434  0.00909406
          39    -5.04295     -5.0443  0.00886095
          40     -5.0456    -5.04434  0.00863949
          41    -5.03338    -5.04407   0.0084329
          42    -5.07463     -5.0448  0.00826345
          43    -5.02137    -5.04425  0.00808921
          44    -5.02384    -5.04379  0.00791866
          45    -5.00109    -5.04284  0.00779932
          46    -5.05246    -5.04305  0.00763257
          47    -5.05992    -5.04341  0.00747861
          48    -5.00597    -5.04263  0.00736337
          49    -5.08998    -5.04359  0.00727624
          50     -5.0332    -5.04339  0.00713368
          51    -5.03326    -5.04319  0.00699657
          52    -5.02249    -5.04279  0.00687333
          53     -4.9861    -5.04172  0.00682637
          54    -5.08581    -5.04254  0.00674862
          55    -5.03863    -5.04247  0.00662629
          56    -5.03243    -5.04229  0.00651039
          57    -5.13645    -5.04394  0.00660244
          58    -5.09181    -5.04476  0.00653999
          59    -5.04388    -5.04475  0.00642916
          60    -5.05202    -5.04487  0.00632315
          61    -5.05203    -5.04499  0.00622058
          62    -5.08363    -5.04561  0.00615139
          63    -5.01149    -5.04507  0.00607754
          64    -5.07495    -5.04554  0.00600048
          65     -5.0144    -5.04506  0.00592726
          66    -4.97811    -5.04404   0.0059236
          67    -5.08255    -5.04462    0.005863
          68    -5.10525    -5.04551   0.0058442
          69    -4.98597    -5.04465  0.00582285
