#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1    0.787473    0.787473           0
           2    0.817903    0.802688   0.0107587
           3    0.802447    0.802608  0.00717274
           4    0.817176     0.80625  0.00623608
           5    0.809359    0.806872  0.00501977
           6    0.811333    0.807615  0.00423786
           7    0.808162    0.807693  0.00363317
           8    0.813562    0.808427  0.00325223
           9    0.822815    0.810026  0.00326022
          10    0.809343    0.809957  0.00293491
          11    0.803856    0.809403  0.00272001
          12    0.809972     0.80945  0.00249376
          13    0.816927    0.810025  0.00236732
          14    0.798255    0.809184  0.00234277
          15      0.8004    0.808599  0.00225861
          16    0.805286    0.808392  0.00212691
          17    0.807817    0.808358  0.00200207
          18    0.814083    0.808676  0.00191594
          19    0.811012    0.808799  0.00181904
          20    0.818119    0.809265  0.00178678
          21     0.79585    0.808626  0.00181229
          22    0.812355    0.808796  0.00173782
          23    0.816324    0.809123  0.00169281
          24    0.810991    0.809201  0.00162406
          25    0.809752    0.809223  0.00155925
          26    0.802586    0.808968  0.00152003
          27    0.819194    0.809346  0.00151018
          28    0.802583    0.809105  0.00147544
          29    0.821062    0.809517  0.00148105
          30     0.79872    0.809157  0.00147476
          31    0.817366    0.809422  0.00145076
          32    0.818348    0.809701  0.00143199
          33    0.785675    0.808973  0.00156275
          34    0.808382    0.808955  0.00151688
          35    0.824256    0.809393  0.00153524
          36    0.808543    0.809369  0.00149278
          37    0.801868    0.809166  0.00146613
          38    0.819299    0.809433   0.0014516
          39    0.792049    0.808987  0.00148123
          40    0.816657    0.809179  0.00145656
          41    0.817068    0.809371  0.00143369
          42     0.80986    0.809383   0.0013996
          43    0.807004    0.809328  0.00136814
          44    0.806128    0.809255  0.00133898
          45    0.810741    0.809288  0.00130963
          46    0.812979    0.809368  0.00128362
          47     0.79745    0.809115  0.00128111
          48    0.810537    0.809144  0.00125476
          49    0.809772    0.809157  0.00122922
          50    0.813577    0.809246  0.00120781
          51    0.806038    0.809183  0.00118577
          52    0.806218    0.809126  0.00116433
          53    0.810223    0.809146  0.00114255
          54    0.806582    0.809099  0.00112238
          55    0.796665    0.808873  0.00112451
          56    0.815137    0.808985  0.00110998
          57    0.827359    0.809307  0.00113635
          58    0.777191    0.808753  0.00124437
          59    0.816353    0.808882  0.00122993
          60    0.826612    0.809178  0.00124442
          61    0.810443    0.809198   0.0012242
          62    0.804591    0.809124   0.0012067
          63    0.811553    0.809163  0.00118816
          64    0.795703    0.808952  0.00118807
          65    0.815839    0.809058   0.0011745
          66     0.81764    0.809188  0.00116388
          67    0.811739    0.809226  0.00114713
          68    0.799016    0.809076  0.00114005
          69    0.823182    0.809281  0.00114171
          70    0.815283    0.809366  0.00112861
          71    0.806926    0.809332  0.00111324
          72    0.800156    0.809205  0.00110505
          73    0.825811    0.809432  0.00111308
          74    0.800697    0.809314  0.00110428
          75     0.81123    0.809339  0.00108986
          76     0.81391      0.8094  0.00107717
          77    0.812187    0.809436  0.00106379
          78     0.81141    0.809461  0.00105045
          79    0.808956    0.809455  0.00103718
          80    0.804844    0.809397  0.00102581
          81    0.803067    0.809319  0.00101612
          82    0.814412    0.809381  0.00100563
          83    0.817517    0.809479 0.000998276
          84    0.801206    0.809381 0.000991239
          85    0.807577    0.809359 0.000979804
          86    0.804286      0.8093 0.000970185
          87    0.819154    0.809414 0.000965622
          88    0.803279    0.809344 0.000957162
          89     0.81576    0.809416 0.000949119
          90    0.802769    0.809342 0.000941443
          91    0.814177    0.809395 0.000932595
          92    0.806176     0.80936 0.000923115
          93    0.807944    0.809345 0.000913314
          94    0.811956    0.809373 0.000904021
          95    0.809688    0.809376 0.000894511
          96    0.801297    0.809292 0.000889143
          97    0.820164    0.809404 0.000887013
          98    0.809203    0.809402 0.000877964
          99    0.811945    0.809428 0.000869471
         100    0.820722    0.809541 0.000868081
         101    0.804931    0.809495 0.000860685
         102    0.800381    0.809406 0.000856873
         103    0.828268    0.809589 0.000867903
         104     0.79232    0.809423 0.000875298
         105    0.802132    0.809353 0.000869712
         106    0.804724     0.80931 0.000862602
         107    0.819883    0.809408 0.000860182
         108    0.804972    0.809367 0.000853198
         109    0.803982    0.809318   0.0008468
         110    0.818561    0.809402 0.000843261
         111    0.822181    0.809517 0.000843486
         112    0.805111    0.809478 0.000836872
         113    0.812248    0.809502 0.000829825
         114    0.803502     0.80945 0.000824213
         115    0.806378    0.809423 0.000817479
         116     0.81703    0.809489 0.000813058
         117    0.801953    0.809424 0.000808656
         118    0.812069    0.809447 0.000802114
         119    0.815707    0.809499 0.000797097
         120    0.802322    0.809439 0.000792695
         121    0.798593     0.80935 0.000791196
         122    0.820982    0.809445 0.000790434
         123    0.813738     0.80948 0.000784778
         124    0.795583    0.809368 0.000786411
         125    0.811688    0.809386 0.000780339
         126    0.821782    0.809485 0.000780322
         127    0.793081    0.809356 0.000784796
         128    0.817061    0.809416  0.00078097
         129      0.8082    0.809406 0.000774973
         130    0.802329    0.809352 0.000770922
