#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
           1    0.949472    0.949472           0
           2    0.980516    0.964994   0.0109757
           3    0.964737    0.964909  0.00731748
           4    0.980054    0.968695  0.00639312
           5    0.971936    0.969343  0.00514726
           6    0.973808    0.970087  0.00434283
           7    0.970727    0.970179  0.00372339
           8    0.976168    0.970927  0.00333239
           9    0.985686    0.972567  0.00334134
          10    0.971755    0.972486  0.00300819
          11    0.966332    0.971927  0.00278626
          12    0.972465    0.971971  0.00255444
          13    0.979405    0.972543   0.0024211
          14    0.960352    0.971672  0.00239966
          15    0.962449    0.971058  0.00231712
          16    0.967643    0.970844  0.00218211
          17    0.970187    0.970805  0.00205409
          18    0.976587    0.971127  0.00196493
          19    0.973562    0.971255  0.00186568
          20    0.980869    0.971736  0.00183328
          21    0.957995    0.971081  0.00185908
          22    0.974752    0.971248  0.00178204
          23    0.978891     0.97158  0.00173527
          24    0.973607    0.971665  0.00166502
          25    0.972334    0.971692  0.00159864
          26    0.964943    0.971432  0.00155808
          27    0.981875    0.971819  0.00154763
          28    0.964907    0.971572  0.00151192
          29    0.983669    0.971989  0.00151623
          30    0.961033    0.971624  0.00150903
          31    0.979971    0.971893  0.00148418
          32     0.98102    0.972178  0.00146495
          33    0.947578    0.971433  0.00159902
          34    0.970913    0.971418  0.00155206
          35      0.9871    0.971866  0.00157107
          36    0.970989    0.971841  0.00152761
          37    0.963956    0.971628  0.00150112
          38    0.981693    0.971893   0.0014848
          39    0.954212     0.97144  0.00151436
          40    0.979311    0.971636  0.00148923
          41    0.979591     0.97183   0.0014655
          42    0.972248     0.97184  0.00143064
          43    0.969481    0.971786  0.00139842
          44    0.968487    0.971711  0.00136864
          45    0.973195    0.971744  0.00133863
          46    0.975508    0.971825  0.00131202
          47    0.959742    0.971568  0.00130905
          48    0.972911    0.971596  0.00128208
          49    0.972022    0.971605  0.00125595
          50    0.975957    0.971692  0.00123384
          51    0.968295    0.971625  0.00121144
          52    0.968367    0.971563  0.00118976
          53    0.972731    0.971585  0.00116752
          54    0.969005    0.971537  0.00114688
          55     0.95873    0.971304  0.00114942
          56     0.97765    0.971417  0.00113447
          57    0.990118    0.971746  0.00116103
          58    0.939094    0.971183  0.00127019
          59    0.979067    0.971316  0.00125567
          60    0.989581    0.971621  0.00127111
          61     0.97291    0.971642  0.00125044
          62    0.966912    0.971566   0.0012326
          63    0.974234    0.971608  0.00121376
          64     0.95811    0.971397  0.00121298
          65    0.978308    0.971503  0.00119897
          66    0.980346    0.971637  0.00118827
          67    0.974488     0.97168  0.00117129
          68    0.961275    0.971527  0.00116402
          69    0.985691    0.971732  0.00116511
          70     0.97797    0.971821  0.00115187
          71    0.969523    0.971789   0.0011361
          72    0.962679    0.971662  0.00112734
          73     0.98851    0.971893  0.00113528
          74    0.962999    0.971773  0.00112628
          75    0.973774      0.9718  0.00111158
          76    0.976514    0.971862  0.00109869
          77    0.974974    0.971902  0.00108516
          78    0.973951    0.971928  0.00107157
          79    0.971452    0.971922  0.00105802
          80     0.96745    0.971866  0.00104627
          81    0.965682     0.97179  0.00103613
          82    0.977142    0.971855  0.00102555
          83    0.980131    0.971955  0.00101803
          84    0.963569    0.971855   0.0010108
          85    0.970094    0.971834 0.000999117
          86    0.966528    0.971773 0.000989403
          87    0.981725    0.971887 0.000984622
          88    0.965595    0.971816 0.000976025
          89    0.978282    0.971888 0.000967759
