#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1       1.605       1.605           0
           2       1.605       1.605           0
           3       1.605       1.605           0
           4       1.605       1.605           0
           5       1.605       1.605           0
           6       1.605       1.605           0
           7       1.605       1.605           0
           8       1.605       1.605           0
           9       1.605       1.605           0
          10       1.605       1.605           0
          11       1.605       1.605           0
          12       1.605       1.605           0
          13       1.605       1.605           0
          14       1.605       1.605           0
          15       1.605       1.605 5.44113e-09
          16       1.605       1.605 5.26836e-09
          17       1.605       1.605 5.11106e-09
          18       1.605       1.605 7.02447e-09
          19       1.605       1.605 6.83712e-09
          20       1.605       1.605   6.664e-09
