#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
           1    0.803362    0.803362           0
           2    0.806222    0.804792   0.0010114
           3    0.809503    0.806362  0.00144861
           4    0.811438    0.807631  0.00154541
           5    0.813474      0.8088  0.00161893
           6    0.815694    0.809949  0.00170886
           7    0.816914    0.810944  0.00173036
           8    0.817792      0.8118  0.00171277
           9    0.818903    0.812589  0.00169457
          10    0.820761    0.813406  0.00171084
          11    0.821465    0.814139  0.00170495
          12    0.822275    0.814817  0.00169233
          13    0.823849    0.815512   0.0016988
          14    0.824575    0.816159  0.00169633
          15    0.825746    0.816798  0.00169937
          16    0.826893    0.817429  0.00170627
          17     0.82798     0.81805  0.00171508
          18    0.829836    0.818704   0.0017403
          19    0.831454    0.819375  0.00177336
          20    0.833669     0.82009  0.00182302
