#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.24432     1.24432           0
           2     1.05772     1.15102   0.0659752
           3     1.05656     1.11953   0.0509459
           4     1.06269     1.10532   0.0401423
           5     1.01839     1.08794   0.0356812
           6     1.05602     1.08262   0.0301283
           7     1.05837     1.07915   0.0260225
           8     1.04632     1.07505    0.023091
           9     1.08505     1.07616   0.0205521
          10     1.09269     1.07781   0.0185633
          11     1.05426     1.07567   0.0169987
          12     1.05773     1.07418   0.0156478
          13    0.994496     1.06805   0.0155984
          14     1.07077     1.06824   0.0144855
          15     1.04854     1.06693   0.0135792
          16     1.06453     1.06678   0.0127313
          17     1.05374     1.06601   0.0120055
          18     1.04616     1.06491    0.011389
          19     1.09186     1.06633   0.0108776
          20     1.01617     1.06382   0.0106189
          21     1.06458     1.06386   0.0101133
          22     1.00663     1.06125  0.00998251
          23     1.00278     1.05871  0.00986688
          24     1.06622     1.05903  0.00946071
          25     1.06472     1.05925  0.00908503
          26     1.03433     1.05829  0.00878602
          27      1.0443     1.05778  0.00847589
          28      1.0703     1.05822  0.00818497
          29     1.09517      1.0595  0.00800124
          30     1.04439     1.05899  0.00775036
          31     1.00817     1.05735  0.00767178
          32     1.05176     1.05718  0.00743402
          33      1.0156     1.05592  0.00731473
          34     1.00069      1.0543   0.0072777
          35     1.02045     1.05333  0.00713373
          36     1.04602     1.05313  0.00693846
          37     1.05233      1.0531  0.00675096
          38     1.03609     1.05266  0.00658814
          39     1.05862     1.05281  0.00642098
          40     1.02233     1.05205  0.00630552
          41     1.05871     1.05221  0.00615382
          42     1.05397     1.05225  0.00600744
          43      1.0475     1.05214  0.00586875
          44     1.05213     1.05214  0.00573537
          45     1.04738     1.05203  0.00560889
          46     1.05489      1.0521   0.0054873
          47     1.04204     1.05188  0.00537472
          48     1.10918     1.05308  0.00539367
          49     1.06961     1.05341  0.00529414
          50      1.0801     1.05395  0.00521509
          51     1.08356     1.05453  0.00514506
          52     1.06741     1.05478  0.00505208
          53      1.0429     1.05455  0.00496173
          54     1.05222     1.05451  0.00487003
          55     1.03254     1.05411  0.00479784
          56      1.0154     1.05342  0.00476171
          57      1.0477     1.05332  0.00467922
          58     1.06275     1.05348  0.00460137
          59     1.04613     1.05336  0.00452507
          60     1.04979      1.0533  0.00445004
          61     1.07182      1.0536  0.00438745
          62     1.04168     1.05341  0.00432089
          63      1.1081     1.05428  0.00433863
          64     1.03818     1.05402  0.00427812
          65     1.10009     1.05473  0.00427059
          66     1.03979     1.05451  0.00421189
          67     1.06221     1.05462  0.00415059
          68     1.01618     1.05406  0.00412788
          69      1.0343     1.05377  0.00407797
          70     1.08725     1.05425  0.00404766
          71     1.05815      1.0543  0.00399103
          72     1.07886     1.05464  0.00395014
          73     1.05489     1.05465  0.00389603
          74      1.0559     1.05466  0.00384342
          75     1.06772     1.05484  0.00379612
          76     1.04207     1.05467  0.00374988
          77     1.06254     1.05477  0.00370258
          78     1.03401     1.05451  0.00366467
          79     1.08926     1.05495  0.00364459
          80     1.03609     1.05471  0.00360664
          81     1.03294     1.05444  0.00357212
          82     1.07108     1.05464  0.00353431
          83     1.08589     1.05502  0.00351173
          84     1.05541     1.05503  0.00346992
          85     1.04028     1.05485  0.00343344
          86     1.02486      1.0545  0.00341117
          87     1.03835     1.05432  0.00337701
          88     1.07301     1.05453  0.00334531
          89     1.05993     1.05459  0.00330827
          90     1.06214     1.05468  0.00327258
          91     1.05344     1.05466  0.00323664
          92      1.1012     1.05517  0.00324074
          93     1.04341     1.05504  0.00320836
          94     1.02939     1.05477  0.00318582
          95     1.03475     1.05456  0.00315924
          96     1.05691     1.05458  0.00312643
          97     1.04319     1.05446   0.0030964
          98     1.00322     1.05394  0.00310864
          99     1.05446     1.05395  0.00307724
         100     1.00429     1.05345  0.00308627
         101     1.05494     1.05346  0.00305575
         102     1.02184     1.05315  0.00304148
         103     1.05531     1.05318  0.00301202
         104      1.0126     1.05279  0.00300822
         105     1.03988     1.05266  0.00298208
         106     1.09755     1.05309  0.00298387
         107     1.06286     1.05318  0.00295738
         108     1.05216     1.05317  0.00293001
         109     1.08846     1.05349  0.00292096
         110    0.977618      1.0528  0.00297473
         111     1.05469     1.05282  0.00294798
         112     1.04289     1.05273  0.00292299
         113     1.00554     1.05231   0.0029268
         114      1.0406     1.05221  0.00290293
         115     1.06187     1.05229   0.0028789
         116     1.04112      1.0522   0.0028557
         117     1.05802     1.05225  0.00283172
         118     1.03953     1.05214  0.00280978
         119     1.09557      1.0525  0.00280976
         120     1.05741     1.05255  0.00278665
         121      1.0621     1.05262  0.00276473
         122     1.03982     1.05252  0.00274406
         123     1.08047     1.05275  0.00273114
         124     1.08533     1.05301  0.00272173
         125     1.01256     1.05269  0.00271913
         126     1.02753     1.05249  0.00270487
         127      1.0774     1.05268  0.00269067
         128     1.07641     1.05287  0.00267603
         129     1.07001       1.053  0.00265858
         130     1.05278       1.053  0.00263813
         131     1.06159     1.05306  0.00261881
         132      1.0577      1.0531  0.00259921
         133     1.05622     1.05312  0.00257977
         134     1.09266     1.05342  0.00257734
         135     1.08758     1.05367  0.00257064
         136     1.09115     1.05395  0.00256646
         137     1.06586     1.05403   0.0025492
         138     1.03916     1.05393  0.00253301
         139     1.07004     1.05404  0.00251744
         140     1.03199     1.05388  0.00250438
         141     1.06929     1.05399    0.002489
         142     1.09349     1.05427  0.00248696
         143    0.995934     1.05386  0.00250281
         144     1.05692     1.05389  0.00248552
         145      1.0706       1.054  0.00247105
         146      1.0819     1.05419   0.0024615
         147     1.04545     1.05413  0.00244547
         148     1.05308     1.05412  0.00242896
         149     1.06699     1.05421  0.00241419
         150     1.08358     1.05441  0.00240603
         151     1.01181     1.05412  0.00240658
         152     1.04422     1.05406  0.00239163
         153       1.087     1.05428  0.00238567
         154     1.07959     1.05444  0.00237583
         155     1.10207     1.05475   0.0023803
         156     1.09136     1.05498  0.00237658
         157     1.06201     1.05503  0.00236187
         158      1.0466     1.05497  0.00234752
         159     1.06449     1.05503  0.00233352
         160     1.04425     1.05497  0.00231991
         161     1.06357     1.05502  0.00230611
         162     1.05011     1.05499  0.00229208
         163      1.0735      1.0551  0.00228083
         164     1.07701     1.05524  0.00227083
         165     1.08238      1.0554  0.00226302
         166     1.06036     1.05543  0.00224958
         167     1.01807     1.05521  0.00224721
         168     1.02411     1.05502  0.00224144
         169     1.09157     1.05524  0.00223859
         170      1.0696     1.05532  0.00222701
         171     1.09582     1.05556  0.00222655
         172     1.01315     1.05531  0.00222721
         173     1.09678     1.05555   0.0022272
         174     1.04277     1.05548  0.00221561
         175     1.08643     1.05566     0.00221
         176     1.02694     1.05549  0.00220346
         177     1.01393     1.05526  0.00220348
         178     1.03752     1.05516  0.00219336
         179    0.997849     1.05484  0.00220434
         180     1.08743     1.05502  0.00219952
         181     1.05383     1.05501  0.00218738
         182     1.11425     1.05534  0.00219945
         183     1.02378     1.05517  0.00219418
         184     1.08602     1.05533  0.00218865
         185     1.03356     1.05522  0.00217998
         186     1.01179     1.05498  0.00218073
         187     1.01588     1.05477  0.00217907
         188     1.02457     1.05461  0.00217339
         189     1.05989     1.05464  0.00216207
         190     1.05307     1.05463   0.0021507
         191     1.09381     1.05484   0.0021492
         192     1.00787     1.05459  0.00215189
         193     1.04628     1.05455  0.00214117
         194     1.07039     1.05463  0.00213169
         195     1.09213     1.05482  0.00212941
         196    0.988439     1.05448  0.00214532
         197     1.06171     1.05452  0.00213474
         198     1.08706     1.05469  0.00213027
         199     1.06344     1.05473  0.00212002
         200     1.02074     1.05456  0.00211622
         201     1.03501     1.05446  0.00210793
         202      1.0841     1.05461  0.00210259
         203     1.03668     1.05452  0.00209409
         204     1.07571     1.05462   0.0020864
         205     1.04782     1.05459  0.00207649
         206     1.06418     1.05464  0.00206693
         207     1.06552     1.05469  0.00205761
         208     1.05465     1.05469  0.00204772
         209     1.08445     1.05483  0.00204287
         210     1.06939      1.0549  0.00203431
         211      1.0586     1.05492  0.00202475
         212     1.03744     1.05484  0.00201687
         213     1.02104     1.05468  0.00201364
         214     1.01916     1.05451  0.00201106
         215     1.06459     1.05456  0.00200225
         216     1.04138      1.0545  0.00199391
         217     1.04311     1.05445  0.00198541
         218     1.02631     1.05432  0.00198049
         219     1.00681      1.0541  0.00198329
         220     1.06052     1.05413  0.00197449
         221      1.0606     1.05416  0.00196578
         222     1.02658     1.05403  0.00196084
         223     1.08312     1.05416  0.00195638
         224      1.0772     1.05427  0.00195035
         225     1.05444     1.05427  0.00194168
         226     1.03942      1.0542   0.0019342
         227     1.05373      1.0542  0.00192568
         228     1.01781     1.05404  0.00192384
         229     1.10159     1.05425  0.00192661
         230      1.0753     1.05434  0.00192041
         231     1.02419     1.05421  0.00191653
         232     1.04202     1.05416  0.00190898
