#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1     1.51707     1.51707           0
           2     1.53456     1.52581  0.00618437
           3     1.59538       1.549   0.0193782
           4     1.67842     1.58136   0.0315646
           5     1.72359      1.6098   0.0358476
           6     1.75903     1.63467   0.0375214
           7     1.78047      1.6555   0.0374992
           8     1.79183     1.67254   0.0364786
           9     1.82537     1.68952   0.0361624
          10     1.86437     1.70701   0.0365292
          11     1.85934     1.72086   0.0357369
          12     1.84515     1.73121   0.0342269
          13      1.8464     1.74007   0.0327209
          14     1.84687      1.7477   0.0312603
          15     1.86412     1.75546   0.0301244
          16     1.89195     1.76399   0.0294246
          17     1.89671      1.7718   0.0287107
          18      1.8562     1.77649   0.0274958
          19     1.82629     1.77911   0.0261733
          20     1.85333     1.78282   0.0251264
          21     1.86343     1.78666   0.0242213
          22     1.88313     1.79105   0.0235139
          23     1.89876     1.79573   0.0229532
          24     1.90343     1.80022   0.0224312
          25     1.87749     1.80331   0.0217459
          26     1.83537     1.80454   0.0209444
          27     1.81837     1.80505    0.020175
          28     1.84822     1.80659   0.0195133
          29     1.86822     1.80872   0.0189557
          30     1.83407     1.80956   0.0183427
          31     1.84347     1.81066   0.0177836
          32     1.86209     1.81227   0.0173003
          33     1.83647       1.813   0.0167916
          34     1.85737      1.8143   0.0163484
          35     1.88299     1.81627   0.0159986
          36     1.91493     1.81901   0.0157872
          37     1.91707     1.82166   0.0155814
          38      1.8865     1.82336   0.0152645
          39     1.88206     1.82487   0.0149471
          40     1.88685     1.82642   0.0146535
          41     1.90093     1.82824   0.0144084
          42      1.8972     1.82988   0.0141586
          43     1.86444     1.83068   0.0138521
          44      1.8429     1.83096   0.0135401
          45     1.79696      1.8302   0.0132603
          46     1.79372     1.82941   0.0129957
          47     1.84544     1.82975   0.0127237
          48     1.87416     1.83068   0.0124922
          49     1.85921     1.83126   0.0122508
          50     1.84815      1.8316   0.0120104
          51      1.8546     1.83205   0.0117834
          52     1.86233     1.83263   0.0115712
          53     1.89302     1.83377   0.0114088
          54     1.88653     1.83475   0.0112393
          55     1.89228     1.83579   0.0110835
          56     1.88974     1.83676   0.0109274
          57     1.88339     1.83757   0.0107663
          58     1.90023     1.83865   0.0106347
          59      1.8904     1.83953   0.0104905
          60     1.87069     1.84005   0.0103285
          61     1.87195     1.84057   0.0101725
          62     1.89271     1.84141   0.0100431
          63     1.93819     1.84295   0.0100005
          64     1.96967     1.84493   0.0100383
          65     1.95423     1.84661   0.0100237
          66     1.93293     1.84792   0.0099568
          67     1.90771     1.84881   0.0098481
          68     1.91584      1.8498  0.00975248
          69     1.92894     1.85094  0.00967835
          70     1.94327     1.85226  0.00962953
          71     1.93963     1.85349  0.00957221
          72     1.96167       1.855  0.00955645
          73     1.99944     1.85698   0.0096282
          74     1.99449     1.85883  0.00967577
          75     1.94294     1.85996  0.00961153
          76     1.91336     1.86066  0.00951071
          77      1.9034     1.86121  0.00940338
          78     1.93608     1.86217  0.00933169
          79     1.95703     1.86337  0.00929049
          80     1.92687     1.86417  0.00920821
          81     1.88088     1.86437  0.00909684
          82     1.85573     1.86427  0.00898651
          83      1.8612     1.86423  0.00887832
          84     1.87905     1.86441  0.00877437
          85     1.90033     1.86483  0.00868132
          86     1.92129     1.86549  0.00860516
          87     1.94406     1.86639  0.00855352
          88     1.93342     1.86715  0.00849016
          89     1.89938     1.86751  0.00840249
