#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1     1.35182     1.35182           0
           2     1.36671     1.35926  0.00526117
           3     1.41977     1.37943   0.0168368
           4     1.50177     1.41002   0.0293431
           5     1.55801     1.43962   0.0353821
           6     1.58469     1.46379   0.0368314
           7     1.60767     1.48435   0.0368612
           8     1.62655     1.50212   0.0362873
           9     1.64851     1.51839   0.0357149
          10     1.69358     1.53591    0.036186
          11     1.70717     1.55148   0.0360906
          12      1.6886      1.5629   0.0348451
          13     1.67813     1.57177   0.0332729
          14     1.67618     1.57923   0.0317211
          15     1.66547     1.58497    0.030123
          16     1.67299     1.59048   0.0287382
          17     1.65697     1.59439   0.0273126
          18     1.66612     1.59837   0.0260843
          19     1.68688     1.60303   0.0251239
          20     1.68361     1.60706   0.0241887
          21     1.68753     1.61089   0.0233384
          22     1.73529     1.61655   0.0229523
          23     1.74009     1.62192   0.0225742
          24     1.72042     1.62602   0.0220036
          25     1.72021     1.62979   0.0214435
          26     1.71187     1.63295   0.0208499
          27     1.68905     1.63502   0.0201809
          28     1.67645      1.6365   0.0195143
          29     1.66248      1.6374    0.018862
          30     1.65098     1.63785   0.0182387
          31     1.64765     1.63817   0.0176531
          32     1.65991     1.63885   0.0171145
          33     1.69099     1.64043   0.0166686
          34      1.6875     1.64181   0.0162358
          35     1.69367     1.64329   0.0158393
          36      1.7057     1.64503   0.0154939
          37     1.73768     1.64753   0.0152762
          38     1.76423      1.6506   0.0151798
          39     1.77007     1.65367   0.0150964
          40      1.7609     1.65635   0.0149552
          41     1.77899     1.65934   0.0148866
          42      1.7846     1.66232   0.0148278
          43     1.79638     1.66544   0.0148072
          44     1.77988     1.66804   0.0146973
          45     1.77065     1.67032   0.0145465
          46     1.74983     1.67205   0.0143326
          47     1.73619     1.67341   0.0140925
          48     1.74052     1.67481   0.0138681
          49     1.71431     1.67562   0.0136084
          50     1.70226     1.67615   0.0133467
          51     1.70234     1.67666   0.0130949
          52     1.72054     1.67751   0.0128702
          53     1.77545     1.67935   0.0127594
          54     1.81101     1.68179   0.0127539
          55     1.83907     1.68465   0.0128386
          56     1.80972     1.68689   0.0128021
          57      1.7529     1.68804   0.0126298
          58     1.72246     1.68864   0.0124259
          59     1.70641     1.68894    0.012219
          60     1.71351     1.68935   0.0120222
          61     1.75251     1.69038   0.0118696
          62     1.75854     1.69148    0.011729
          63     1.76658     1.69267   0.0116032
          64     1.77047     1.69389   0.0114854
          65     1.75528     1.69483   0.0113475
          66     1.76924     1.69596   0.0112314
          67     1.79675     1.69747    0.011164
          68     1.77895     1.69866    0.011064
          69     1.78702     1.69994   0.0109775
          70      1.7574     1.70077   0.0108513
          71     1.72331     1.70108   0.0107031
          72     1.74224     1.70165   0.0105697
          73     1.73507     1.70211   0.0104349
          74     1.75583     1.70284   0.0103191
          75     1.78001     1.70387   0.0102326
          76     1.78722     1.70496   0.0101566
          77     1.76842     1.70579   0.0100581
          78     1.71109     1.70586  0.00992935
          79     1.69059     1.70566  0.00980554
          80     1.71277     1.70575  0.00968337
          81      1.7287     1.70604  0.00956797
          82     1.72257     1.70624  0.00945341
          83     1.75775     1.70686  0.00935987
          84     1.76549     1.70756  0.00927443
          85     1.74149     1.70795  0.00917391
          86     1.69984     1.70786  0.00906772
          87     1.68021     1.70754  0.00896906
          88     1.68928     1.70733  0.00886954
          89      1.7155     1.70743  0.00877036
          90      1.7181     1.70755  0.00867371
          91     1.71677     1.70765  0.00857899
          92     1.70211     1.70759  0.00848595
          93     1.71435     1.70766  0.00839501
          94     1.72601     1.70785  0.00830797
          95     1.73047     1.70809  0.00822393
          96     1.74234     1.70845    0.008146
          97     1.72725     1.70864  0.00806432
          98     1.78934     1.70947  0.00802397
          99     1.82077     1.71059  0.00802129
         100      1.8216      1.7117  0.00801752
         101     1.77194      1.7123  0.00796029
         102     1.74809     1.71265  0.00788998
         103     1.72863      1.7128   0.0078149
         104     1.70146     1.71269  0.00774052
         105     1.72859     1.71285  0.00766828
         106     1.73656     1.71307   0.0075992
         107     1.76976      1.7136  0.00754663
         108     1.74591      1.7139  0.00748268
         109      1.7112     1.71387  0.00741407
         110     1.68101     1.71357  0.00735269
         111     1.66054      1.7131  0.00730196
         112     1.65814     1.71261  0.00725323
         113     1.66914     1.71222  0.00719923
         114     1.65229      1.7117  0.00715525
         115     1.65077     1.71117  0.00711262
         116     1.71155     1.71117   0.0070513
         117     1.70294      1.7111  0.00699139
         118     1.68414     1.71087  0.00693587
         119       1.663     1.71047  0.00688924
         120      1.6989     1.71037   0.0068325
         121     1.75867     1.71077  0.00678769
         122     1.75997     1.71117  0.00674402
         123      1.7309     1.71133   0.0066911
         124      1.7314      1.7115  0.00663909
         125     1.69574     1.71137  0.00658718
         126      1.7226     1.71146   0.0065355
         127     1.77274     1.71194  0.00650183
         128     1.79838     1.71262  0.00648601
         129     1.76453     1.71302   0.0064482
         130     1.74662     1.71328  0.00640378
         131     1.74103     1.71349   0.0063584
         132     1.75306     1.71379  0.00631729
         133     1.79142     1.71437  0.00629669
         134     1.80911     1.71508  0.00628927
         135     1.80389     1.71574  0.00627699
         136     1.77791      1.7162  0.00624746
         137     1.76889     1.71658  0.00621369
         138     1.78719     1.71709  0.00618969
         139     1.77377      1.7175  0.00615858
         140     1.75161     1.71774  0.00611941
         141     1.69422     1.71758  0.00607828
         142     1.69957     1.71745   0.0060368
         143     1.71281     1.71742  0.00599467
         144     1.69444     1.71726  0.00595516
         145     1.70089     1.71714  0.00591516
         146     1.69591       1.717  0.00587644
         147     1.65946     1.71661  0.00584948
         148     1.66561     1.71626   0.0058201
         149     1.72023     1.71629   0.0057811
         150     1.72489     1.71635  0.00574284
         151     1.70055     1.71624  0.00570576
         152      1.7104      1.7162  0.00566835
         153      1.7215     1.71624  0.00563141
         154     1.72041     1.71627  0.00559491
         155     1.78227     1.71669  0.00557499
         156     1.79651      1.7172  0.00556268
         157      1.7678     1.71753  0.00553658
         158     1.74829     1.71772  0.00550496
         159     1.71001     1.71767  0.00547055
         160     1.70509     1.71759  0.00543693
         161     1.71229     1.71756  0.00540326
         162     1.71963     1.71757  0.00536992
         163      1.7207     1.71759  0.00533701
         164     1.70937     1.71754   0.0053047
         165     1.69567     1.71741  0.00527421
         166     1.72317     1.71744  0.00524255
         167     1.73537     1.71755  0.00521226
         168     1.75013     1.71775  0.00518484
         169     1.73753     1.71786  0.00515548
