#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1     -5.4799     -5.4799           0
           2    -5.47843    -5.47917  0.00051808
           3    -5.47994    -5.47942 0.000404484
           4    -5.47847    -5.47919 0.000367433
           5     -5.4785    -5.47905  0.00031858
           6     -5.4779    -5.47886  0.00031791
           7    -5.47736    -5.47864 0.000336844
           8    -5.47747     -5.4785 0.000325307
           9    -5.47743    -5.47838 0.000309922
          10    -5.47741    -5.47828  0.00029376
