#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1        1.83        1.83           0
           2        1.83        1.83           0
           3        1.83        1.83           0
           4        1.83        1.83           0
           5        1.83        1.83 1.63234e-08
           6        1.83        1.83 1.21667e-08
           7        1.83        1.83   1.593e-08
           8        1.83        1.83 1.49012e-08
           9        1.83        1.83 1.40489e-08
          10        1.83        1.83 1.49012e-08
          11        1.83        1.83 1.68108e-08
          12        1.83        1.83 1.72064e-08
          13        1.83        1.83 1.65314e-08
          14        1.83        1.83   1.593e-08
          15        1.83        1.83 1.63234e-08
          16        1.83        1.83 1.58051e-08
          17        1.83        1.83 1.53332e-08
          18        1.83        1.83 1.31416e-08
          19        1.83        1.83 1.36742e-08
          20        1.83        1.83  1.3328e-08
