#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1     1.79816     1.79816           0
           2     1.79815     1.79815 3.11067e-06
           3     1.79814     1.79815 4.53485e-06
           4     1.79813     1.79815  4.9399e-06
           5     1.79812     1.79814  5.3952e-06
           6     1.79812     1.79814 5.87051e-06
           7     1.79811     1.79813 6.16698e-06
           8     1.79811     1.79813  6.2722e-06
           9      1.7981     1.79813 6.39332e-06
          10     1.79809     1.79812 6.61706e-06
          11     1.79809     1.79812  6.7714e-06
          12     1.79808     1.79812  6.8942e-06
          13     1.79807     1.79811 7.10173e-06
          14     1.79807     1.79811 7.31201e-06
          15     1.79806     1.79811  7.5677e-06
          16     1.79805      1.7981 7.75016e-06
          17     1.79805      1.7981 7.97541e-06
          18     1.79804      1.7981 8.29901e-06
          19     1.79803     1.79809  8.5888e-06
          20     1.79802     1.79809 8.93563e-06
