#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1        1.77        1.77           0
           2        1.77        1.77           0
           3        1.77        1.77 1.72064e-08
           4        1.77        1.77           0
           5        1.77        1.77           0
           6        1.77        1.77 1.21667e-08
           7        1.77        1.77 1.12642e-08
           8        1.77        1.77 1.05367e-08
           9        1.77        1.77 9.93411e-09
          10        1.77        1.77           0
          11        1.77        1.77 8.98574e-09
          12        1.77        1.77 8.60319e-09
          13        1.77        1.77 5.84472e-09
          14        1.77        1.77 5.63211e-09
          15        1.77        1.77           0
          16        1.77        1.77           0
          17        1.77        1.77           0
          18        1.77        1.77 4.96705e-09
          19        1.77        1.77 4.83458e-09
          20        1.77        1.77  8.1617e-09
