#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1        1.18        1.18           0
           2        1.18        1.18           0
           3        1.18        1.18           0
           4        1.18        1.18           0
           5        1.18        1.18           0
           6        1.18        1.18           0
           7        1.18        1.18 5.63211e-09
           8        1.18        1.18 5.26836e-09
           9        1.18        1.18 4.96705e-09
          10        1.18        1.18 9.42432e-09
          11        1.18        1.18 1.00464e-08
          12        1.18        1.18 9.61866e-09
          13        1.18        1.18 8.26568e-09
          14        1.18        1.18 7.96501e-09
          15        1.18        1.18   6.664e-09
          16        1.18        1.18 6.45239e-09
          17        1.18        1.18 6.25974e-09
          18        1.18        1.18 4.96705e-09
          19        1.18        1.18 4.83458e-09
          20        1.18        1.18 4.71216e-09
