#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
           1    0.798688    0.798688           0
           2    0.799053     0.79887 0.000129118
           3    0.799503    0.799081 0.000192542
           4    0.799802    0.799261 0.000212563
           5    0.800141    0.799437 0.000231699
           6    0.800531     0.79962 0.000254897
           7    0.800809    0.799789 0.000269197
           8    0.800993     0.79994  0.00027436
           9    0.801262    0.800087 0.000280463
          10    0.801641    0.800242 0.000292308
          11    0.801872     0.80039 0.000300944
          12    0.802109    0.800534 0.000308063
          13    0.802454    0.800681 0.000317819
          14    0.802749    0.800829 0.000327651
          15    0.803132    0.800982 0.000339872
          16    0.803389    0.801133 0.000350329
          17    0.803862    0.801293 0.000364658
          18    0.804444    0.801468 0.000384117
          19    0.804849    0.801646 0.000403007
          20    0.805458    0.801837 0.000425543
