#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -4.75732    -4.75732           0
           2    -4.75235    -4.75484  0.00175652
           3    -4.74592    -4.75186  0.00269322
           4    -4.74134    -4.74923  0.00304429
           5    -4.73643    -4.74667  0.00334316
           6    -4.73015    -4.74392  0.00375293
           7    -4.72545    -4.74128  0.00403936
           8    -4.72239    -4.73892  0.00416759
           9    -4.71808     -4.7366  0.00430002
          10    -4.71162    -4.73411  0.00453804
          11    -4.70769     -4.7317  0.00471844
          12    -4.70351    -4.72935  0.00487528
          13    -4.69844    -4.72698  0.00504708
          14    -4.69354    -4.72459   0.0052211
          15    -4.68706    -4.72209  0.00543954
          16    -4.68159    -4.71956  0.00565796
          17    -4.67211    -4.71676  0.00597389
          18    -4.66179    -4.71371  0.00637509
          19    -4.65294    -4.71051  0.00679464
          20    -4.64119    -4.70705  0.00728555
