#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1        1.07        1.07           0
           2        1.07        1.07           0
           3        1.07        1.07           0
           4        1.07        1.07           0
           5        1.07        1.07           0
           6        1.07        1.07 8.60319e-09
           7        1.07        1.07 7.96501e-09
           8        1.07        1.07 7.45058e-09
           9        1.07        1.07 7.02447e-09
          10        1.07        1.07 4.71216e-09
          11        1.07        1.07 4.49287e-09
          12        1.07        1.07 4.30159e-09
          13        1.07        1.07 4.13284e-09
          14        1.07        1.07  3.9825e-09
          15        1.07        1.07 3.84746e-09
          16        1.07        1.07 3.72529e-09
          17        1.07        1.07 3.61406e-09
          18        1.07        1.07 3.51224e-09
          19        1.07        1.07 3.41856e-09
          20        1.07        1.07   3.332e-09
