#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1     1.57125     1.57125           0
           2     1.68509     1.62817   0.0402455
           3     1.78684     1.68106   0.0508403
           4     1.83186     1.71876   0.0501992
           5     1.88896      1.7528   0.0503958
           6     1.89538     1.77656   0.0472685
           7     1.88217     1.79165   0.0428559
           8     1.86802      1.8012   0.0385475
           9     1.90138     1.81233   0.0358356
          10       1.885      1.8196   0.0329807
