#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -3.33594    -3.33594           0
           2    -3.33169    -3.33381  0.00150195
           3    -3.33234    -3.33332  0.00107808
           4    -3.33338    -3.33334 0.000808654
           5     -3.3318    -3.33303 0.000703195
           6    -3.33149    -3.33277 0.000630793
           7      -3.331    -3.33252  0.00058935
           8    -3.33094    -3.33232 0.000547623
           9    -3.33366    -3.33247 0.000506426
          10    -3.33182    -3.33241 0.000459934
