#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
           1     1.04852     1.04852           0
           2    0.909305     0.97891   0.0492187
           3    0.912219     0.95668   0.0374982
           4    0.923082    0.948281   0.0290492
           5    0.923008    0.943226    0.023675
           6     0.92102    0.939525   0.0200163
           7     0.90409    0.934463   0.0177855
           8    0.887067    0.928538   0.0165196
           9    0.910733     0.92656   0.0148021
          10    0.935846    0.927489    0.013351
