#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
           1    0.052335    0.052335           0
           2   0.0561313   0.0542331  0.00134217
           3    0.059481   0.0559824  0.00168541
           4   0.0609826   0.0572325  0.00166427
           5   0.0628862   0.0583632  0.00167198
           6   0.0630614   0.0591462  0.00156598
           7   0.0626958   0.0596533    0.001422
           8   0.0621561   0.0599662   0.0012782
           9   0.0632717   0.0603335  0.00118778
          10   0.0627295   0.0605731   0.0010929
