#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1      1.0475      1.0475           0
           2     1.12339     1.08545   0.0268304
           3     1.19123     1.12071   0.0338935
           4     1.22124     1.14584   0.0334661
           5     1.25931     1.16853   0.0335972
           6     1.26359     1.18438   0.0315123
           7     1.25478     1.19443   0.0285706
           8     1.24535      1.2008   0.0256984
           9     1.26759     1.20822   0.0238904
          10     1.25667     1.21306   0.0219872
