#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1     1.52765     1.52765           0
           2     1.52711     1.52738 0.000191588
           3     1.52723     1.52733 0.000133591
           4     1.52717     1.52729 0.000105987
           5     1.52715     1.52726 8.83551e-05
           6     1.52722     1.52725 7.38684e-05
           7     1.52711     1.52723 6.60521e-05
           8      1.5271     1.52722 5.99373e-05
           9     1.52709      1.5272  5.4949e-05
          10      1.5271     1.52719 5.04124e-05
