#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
           1  -0.0436072  -0.0436072           0
           2   -0.157981   -0.100794   0.0404371
           3   -0.259606   -0.153731    0.050941
           4   -0.304696   -0.191473    0.050279
           5   -0.361811    -0.22554   0.0504618
           6   -0.368162   -0.249311     0.04732
           7    -0.35506   -0.264418   0.0429038
           8   -0.340926   -0.273981    0.038592
           9   -0.374291   -0.285127   0.0358773
          10   -0.357904   -0.292404   0.0330195
