#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
           1    0.901948    0.901948           0
           2     0.92936    0.915654  0.00969181
           3    0.918226    0.916511  0.00649901
           4    0.930234    0.919942  0.00570844
           5    0.920898    0.920133  0.00456995
           6    0.927771    0.921406  0.00398164
           7    0.925967    0.922058  0.00346573
           8    0.922715     0.92214  0.00303349
           9    0.926627    0.922638   0.0027371
          10    0.922833    0.922658  0.00246346
          11    0.927798    0.923125  0.00228339
          12    0.927491    0.923489  0.00212189
          13    0.926978    0.923757  0.00197557
          14    0.920525    0.923526   0.0018479
          15    0.911468    0.922722   0.0018915
          16    0.915449    0.922268  0.00182709
          17    0.927242     0.92256  0.00174288
          18    0.928242    0.922876   0.0016744
          19     0.91263    0.922337  0.00167086
          20    0.926219    0.922531  0.00159855
          21    0.922301     0.92252  0.00152247
          22    0.915234    0.922189  0.00148885
          23    0.931049    0.922574  0.00147311
          24    0.928152    0.922806  0.00142994
          25    0.911059    0.922337   0.0014479
          26     0.93568     0.92285  0.00148037
          27    0.919678    0.922732   0.0014302
          28    0.917583    0.922548  0.00139089
          29    0.926332    0.922679  0.00134904
          30    0.927335    0.922834  0.00131297
          31    0.919419    0.922724  0.00127523
          32    0.918079    0.922579  0.00124361
          33    0.924254     0.92263  0.00120696
          34     0.91705    0.922465  0.00118256
          35    0.924206    0.922515  0.00114982
          36    0.922703     0.92252  0.00111789
          37    0.925478      0.9226  0.00109053
          38    0.918682    0.922497   0.0010667
          39    0.923004     0.92251  0.00103943
          40    0.927811    0.922643  0.00102186
          41    0.914819    0.922452  0.00101459
          42    0.932027     0.92268  0.00101573
          43    0.911122    0.922411  0.00102705
          44    0.924667    0.922462  0.00100499
          45    0.934522     0.92273  0.00101776
          46    0.927803    0.922841  0.00100159
          47     0.91662    0.922708 0.000988989
          48    0.924619    0.922748 0.000969186
          49    0.911524    0.922519   0.0009761
          50    0.924909    0.922567 0.000957747
          51    0.943145     0.92297  0.00102043
          52    0.905386    0.922632  0.00105535
          53    0.927059    0.922716  0.00103874
          54    0.931664    0.922881  0.00103264
          55    0.929201    0.922996  0.00102023
          56    0.918484    0.922916  0.00100519
          57    0.924497    0.922943 0.000987939
          58     0.92117    0.922913 0.000971379
          59    0.927663    0.922993 0.000958245
          60    0.918998    0.922927 0.000944586
          61    0.928565    0.923019 0.000933612
          62    0.925933    0.923066 0.000919736
          63     0.91093    0.922874 0.000925091
          64    0.933616    0.923041 0.000925738
          65    0.929086    0.923134 0.000916155
          66    0.925224    0.923166 0.000902821
          67    0.914076     0.92303 0.000899482
          68    0.928239    0.923107  0.00088951
          69    0.917671    0.923028   0.0008801
          70    0.913013    0.922885 0.000879079
          71    0.920535    0.922852  0.00086732
          72     0.93488    0.923019 0.000871213
          73    0.921883    0.923004 0.000859418
          74    0.910046    0.922828 0.000865458
          75    0.920993    0.922804 0.000854265
          76    0.922776    0.922804 0.000843024
          77    0.938848    0.923012 0.000857442
          78    0.907825    0.922817 0.000868273
          79    0.937765    0.923007 0.000877658
          80    0.917276    0.922935 0.000869605
          81    0.928034    0.922998 0.000861145
          82    0.915734    0.922909 0.000855187
          83    0.934518    0.923049 0.000856244
          84     0.92178    0.923034 0.000846184
          85    0.925996    0.923069 0.000836946
          86    0.940458    0.923271 0.000851288
