#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.452028    0.452028           0
           2-7.21645e-12    0.226014    0.159816
           3-7.21645e-12    0.150676    0.123026
           4-7.21645e-12    0.113007   0.0978668
           5-7.21645e-12   0.0904055   0.0808611
           6-7.21645e-12   0.0753379   0.0687738
           7-7.21645e-12   0.0645754   0.0597852
           8-7.21645e-12   0.0565034   0.0528541
           9-7.21645e-12   0.0502253   0.0473528
          10-7.21645e-12   0.0452028   0.0428831
          11-7.21645e-12   0.0410934    0.039181
          12-7.21645e-12    0.037669   0.0360653
          13-7.21645e-12   0.0347713   0.0334072
          14-7.21645e-12   0.0322877   0.0311132
          15-7.21645e-12   0.0301352   0.0291133
          16-7.21645e-12   0.0282517   0.0273546
          17-7.21645e-12   0.0265899   0.0257959
          18-7.21645e-12   0.0251126   0.0244051
          19-7.21645e-12   0.0237909   0.0231564
          20-7.21645e-12   0.0226014   0.0220291
