#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
           1    0.814688    0.814688           0
           2    0.815053     0.81487 0.000129118
           3    0.815503    0.815081 0.000192542
           4    0.815802    0.815261 0.000212563
           5    0.816141    0.815437 0.000231699
           6    0.816531     0.81562 0.000254897
           7    0.816809    0.815789 0.000269197
           8    0.816993     0.81594  0.00027437
           9    0.817262    0.816087 0.000280487
          10    0.817641    0.816242 0.000292346
          11    0.817872     0.81639 0.000300999
          12     0.81811    0.816534  0.00030813
          13    0.818455    0.816681 0.000317894
          14     0.81875    0.816829 0.000327726
          15    0.819132    0.816983 0.000339944
          16    0.819391    0.817133 0.000350439
          17    0.819864    0.817294 0.000364787
          18    0.820447    0.817469 0.000384281
          19    0.820854    0.817647  0.00040324
          20    0.821464    0.817838 0.000425856
