#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.994402    0.994402           0
           2-2.88658e-11    0.497201    0.351574
           3-2.88658e-11    0.331467    0.270642
           4-2.88658e-11      0.2486    0.215294
           5-2.88658e-11     0.19888    0.177884
           6-2.88658e-11    0.165734    0.151293
           7-2.88658e-11    0.142057     0.13152
           8-2.88658e-11      0.1243    0.116272
           9-2.88658e-11    0.110489     0.10417
          10-2.88658e-11   0.0994402   0.0943372
          11-2.88658e-11   0.0904002   0.0861932
          12-2.88658e-11   0.0828668   0.0793389
          13-2.88658e-11   0.0764925   0.0734916
          14-2.88658e-11   0.0710287    0.068445
          15-2.88658e-11   0.0662935   0.0640456
          16-2.88658e-11   0.0621501   0.0601766
          17-2.88658e-11   0.0584942   0.0567477
          18-2.88658e-11   0.0552446   0.0536881
          19-2.88658e-11   0.0523369    0.050941
          20-2.88658e-11   0.0497201   0.0484612
